XS_0401_objs.mov.frames.txt,6436,289.072
XS_0403_objs.mov.frames.txt,18068,748.244
XS_0404_objs.mov.frames.txt,25658,1167.151
XS_0406_objs.mov.frames.txt,21070,882.443
XS_0801_objs.mov.frames.txt,20020,890.356
XS_0802_objs.mov.frames.txt,6695,292.064
XS_0806_objs.mov.frames.txt,12890,562.916
XS_0815_objs.mov.frames.txt,25981,1161.496
XS_1201_objs.mov.frames.txt,7666,327.480
XS_1202_objs.mov.frames.txt,3544,159.062
XS_1208_objs.mov.frames.txt,17038,724.648
XS_1210_objs.mov.frames.txt,18589,870.189
XS_1602_objs.mov.frames.txt,2614,112.524
XS_1604_objs.mov.frames.txt,26932,1151.057
XS_1610_objs.mov.frames.txt,8757,379.679
XS_1612_objs.mov.frames.txt,17559,740.240
XS_2008_objs.mov.frames.txt,18117,757.253
XS_2009_objs.mov.frames.txt,16966,760.614
XS_2010_objs.mov.frames.txt,27832,1132.550
XS_2011_objs.mov.frames.txt,23863,992.964
